text,input_ids,labels,lang
t e n d e n z k u n s t ,28 1 2 0 3 2 0 4 5 6 0 7 1 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,28 19 4 13 3 4 13 25 10 20 13 18 19 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,10
t h e _ j u d g e _ w h o _ t o l d _ t h e _ p a p e r _ h e _ w o u l d _ l i k e _ t o _ s e e _ c l a r k _ h o r s e _ w h i p p e d _ b u t _ l a t e r _ r e t r a c t e d _ t h e _ c o m m e n t _ s a i d _ h e _ i n t e n d s _ t o _ s e t _ t h e _ r e c o r d _ s t r a i g h t _ n o t _ o n l y _ f o r _ m y _ o w n _ f a m i l y s _ s a k e _ b u t _ a l s o _ a t _ t h i s _ c r i t i c a l _ t i m e _ i n _ w h a t _ i s _ g o i n g _ o n _ i n _ b r i t a i n _ f o r _ t h e _ s a k e _ o f	,28 0 5 1 26 21 14 10 15 1 26 12 5 2 26 0 2 9 10 26 0 5 1 26 16 4 16 1 6 26 5 1 26 12 2 14 9 10 26 9 3 17 1 26 0 2 26 7 1 1 26 11 9 4 6 17 26 5 2 6 7 1 26 12 5 3 16 16 1 10 26 19 14 0 26 9 4 0 1 6 26 6 1 0 6 4 11 0 1 10 26 0 5 1 26 11 2 13 13 1 8 0 26 7 4 3 10 26 5 1 26 3 8 0 1 8 10 7 26 0 2 26 7 1 0 26 0 5 1 26 6 1 11 2 6 10 26 7 0 6 4 3 15 5 0 26 8 2 0 26 2 8 9 20 26 18 2 6 26 13 20 26 2 12 8 26 18 4 13 3 9 20 7 26 7 4 17 1 26 19 14 0 26 4 9 7 2 26 4 0 26 0 5 3 7 26 11 6 3 0 3 11 4 9 26 0 3 13 1 26 3 8 26 12 5 4 0 26 3 7 26 15 2 3 8 15 26 2 8 26 3 8 26 19 6 3 0 4 3 8 26 18 2 6 26 0 5 1 26 7 4 17 1 26 2 18 29 27,28 19 7 4 26 9 20 3 6 4 26 22 7 14 26 19 14 11 3 26 19 7 4 26 15 0 15 4 17 26 7 4 26 22 14 20 11 3 26 11 8 10 4 26 19 14 26 18 4 4 26 2 11 0 17 10 26 7 14 17 18 4 26 22 7 8 15 15 4 3 26 1 20 19 26 11 0 19 4 17 26 17 4 19 17 0 2 19 4 3 26 19 7 4 26 2 14 12 12 4 13 19 26 18 0 8 3 26 7 4 26 8 13 19 4 13 3 18 26 19 14 26 18 4 19 26 19 7 4 26 17 4 2 14 17 3 26 18 19 17 0 8 6 7 19 26 13 14 19 26 14 13 11 24 26 5 14 17 26 12 24 26 14 22 13 26 5 0 12 8 11 24 18 26 18 0 10 4 26 1 20 19 26 0 11 18 14 26 0 19 26 19 7 8 18 26 2 17 8 19 8 2 0 11 26 19 8 12 4 26 8 13 26 22 7 0 19 26 8 18 26 6 14 8 13 6 26 14 13 26 8 13 26 1 17 8 19 0 8 13 26 5 14 17 26 19 7 4 26 18 0 10 4 26 14 5 29 27,1
g e r t r u d e s _ a m i m o u a _ e n t a o _ s e n h o r a _ q u e _ a t e _ l h e _ f a z i a _ p e o r _ e s t a r _ a ,28 11 0 2 3 2 5 12 0 6 26 1 7 8 7 4 5 1 26 0 9 3 1 4 26 6 0 9 10 4 2 1 26 13 5 0 26 1 3 0 26 14 10 0 26 15 1 16 8 1 26 17 0 4 2 26 0 6 3 1 2 26 1 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,28 6 4 17 19 17 20 3 4 18 26 0 12 8 12 14 20 0 26 4 13 19 0 14 26 18 4 13 7 14 17 0 26 16 20 4 26 0 19 4 26 11 7 4 26 5 0 25 8 0 26 15 4 14 17 26 4 18 19 0 17 26 0 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,13
a l l g e m e i n e n _ f r o h l i c h k e i t _ e i n d r u c k e _ a u f _ a l l e _ g e m u t e r _ w e l c h e _ n i c h t _ w e n i g ,28 6 1 1 7 0 11 0 2 3 0 3 26 12 8 15 4 1 2 5 4 13 0 2 9 26 0 2 3 16 8 10 5 13 0 26 6 10 12 26 6 1 1 0 26 7 0 11 10 9 0 8 26 14 0 1 5 4 0 26 3 2 5 4 9 26 14 0 3 2 7 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,28 0 11 11 6 4 12 4 8 13 4 13 26 5 17 14 7 11 8 2 7 10 4 8 19 26 4 8 13 3 17 20 2 10 4 26 0 20 5 26 0 11 11 4 26 6 4 12 20 19 4 17 26 22 4 11 2 7 4 26 13 8 2 7 19 26 22 4 13 8 6 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,2
d e n n a _ v i l d h e t _ i _ u t b r o t t e t _ s o m _ e n _ l i s a ,28 4 1 2 2 5 26 9 3 6 4 10 1 0 26 3 26 11 0 12 13 7 0 0 1 0 26 8 7 14 26 1 2 26 6 3 8 5 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,28 3 4 13 13 0 26 21 8 11 3 7 4 19 26 8 26 20 19 1 17 14 19 19 4 19 26 18 14 12 26 4 13 26 11 8 18 0 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,9
t i l l i k a _ m e d _ s i g _ s j a l v a _ a t _ f o r s t k o m m a n d e _ f r a m l i n g _ d e _ h a n a _ m i g ,28 4 1 3 3 1 10 0 26 2 5 6 26 7 1 8 26 7 14 0 3 15 0 26 0 4 26 11 12 13 7 4 10 12 2 2 0 9 6 5 26 11 13 0 2 3 1 9 8 26 6 5 26 16 0 9 0 26 2 1 8 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,28 19 8 11 11 8 10 0 26 12 4 3 26 18 8 6 26 18 9 0 11 21 0 26 0 19 26 5 14 17 18 19 10 14 12 12 0 13 3 4 26 5 17 0 12 11 8 13 6 26 3 4 26 7 0 13 0 26 12 8 6 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,9
w i s s e n s c h a f t _ u n d _ b e r e d s a m k e i t _ z u _ s e i n _ a b e r _ s e i n _ e i n f l u _ h a t t e _ s o _ g a n z l i c h ,28 15 2 1 1 0 3 1 8 6 4 9 5 26 7 3 10 26 11 0 12 0 10 1 4 16 17 0 2 5 26 13 7 26 1 0 2 3 26 4 11 0 12 26 1 0 2 3 26 0 2 3 9 14 7 26 6 4 5 5 0 26 1 18 26 19 4 3 13 14 2 8 6 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,28 22 8 18 18 4 13 18 2 7 0 5 19 26 20 13 3 26 1 4 17 4 3 18 0 12 10 4 8 19 26 25 20 26 18 4 8 13 26 0 1 4 17 26 18 4 8 13 26 4 8 13 5 11 20 26 7 0 19 19 4 26 18 14 26 6 0 13 25 11 8 2 7 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,2
l i b r o _ i i i _ d e _ t r i n _ c _ e p _ e p i s t _ c o n t ,28 8 0 9 3 4 26 0 0 0 26 10 1 26 2 3 0 5 26 6 26 1 7 26 1 7 0 11 2 26 6 4 5 2 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,28 11 8 1 17 14 26 8 8 8 26 3 4 26 19 17 8 13 26 2 26 4 15 26 4 15 8 18 19 26 2 14 13 19 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,3
o g _ p o r t e n _ a b e n _ f o r _ e n h v e r _ s o m _ m a t t e _ b a n k e _ p a ,28 1 9 26 6 1 4 5 0 2 26 3 7 0 2 26 10 1 4 26 0 2 11 12 0 4 26 13 1 8 26 8 3 5 5 0 26 7 3 2 14 0 26 6 3 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,28 14 6 26 15 14 17 19 4 13 26 0 1 4 13 26 5 14 17 26 4 13 7 21 4 17 26 18 14 12 26 12 0 19 19 4 26 1 0 13 10 4 26 15 0 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,8
t r o b e v a r t e _ k j r l i g h e d ,28 2 0 3 4 1 5 6 0 2 1 26 7 8 0 9 10 11 12 1 13 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,28 19 17 14 1 4 21 0 17 19 4 26 10 9 17 11 8 6 7 4 3 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,8
e n _ s t o l t h e t _ i _ h a l l n i n g _ e n _ f u l l a n d n i n g _ i _ t o a l e t t e n s _ m i n s t a _ d e t a l j e r ,28 2 0 26 6 1 7 3 1 8 2 1 26 4 26 8 5 3 3 0 4 0 9 26 2 0 26 11 12 3 3 5 0 10 0 4 0 9 26 4 26 1 7 5 3 2 1 1 2 0 6 26 13 4 0 6 1 5 26 10 2 1 5 3 14 2 15 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,28 4 13 26 18 19 14 11 19 7 4 19 26 8 26 7 0 11 11 13 8 13 6 26 4 13 26 5 20 11 11 0 13 3 13 8 13 6 26 8 26 19 14 0 11 4 19 19 4 13 18 26 12 8 13 18 19 0 26 3 4 19 0 11 9 4 17 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,9
e e n _ a n d e r e _ t a a l _ a l s _ n i e t _ e e n _ d e r _ r u s s i s c h e _ h e e r e n _ d i e _ m e t _ m i j _ d e ,28 0 0 1 26 2 1 3 0 4 0 26 7 2 2 8 26 2 8 5 26 1 6 0 7 26 0 0 1 26 3 0 4 26 4 11 5 5 6 5 12 9 0 26 9 0 0 4 0 1 26 3 6 0 26 10 0 7 26 10 6 13 26 3 0 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,28 4 4 13 26 0 13 3 4 17 4 26 19 0 0 11 26 0 11 18 26 13 8 4 19 26 4 4 13 26 3 4 17 26 17 20 18 18 8 18 2 7 4 26 7 4 4 17 4 13 26 3 8 4 26 12 4 19 26 12 8 9 26 3 4 29 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27,10
